,customer_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,address,postcode,state,country,property_valuation
506,507,Gwen,Jakubczyk,Female,1971-07-05 00:00:00,,Health,Mass Customer,N,No,7 Hooker Place,2428,NSW,Australia,3
507,508,Abagail,Tordiffe,Female,1971-01-18 00:00:00,Project Manager,Property,Mass Customer,N,Yes,089 Old Shore Point,3156,Victoria,Australia,8
508,509,Tobe,Vamplew,Male,1979-08-06 00:00:00,Developer II,Financial Services,Affluent Customer,N,Yes,5723 Raven Drive,3126,Victoria,Australia,12
509,510,Sheilah,Blackmore,Female,1992-06-15 00:00:00,,,Mass Customer,N,No,08501 Kropf Trail,3152,Victoria,Australia,10
510,511,Theo,Tolmie,Female,1982-12-02 00:00:00,Dental Hygienist,Health,High Net Worth,N,No,12845 Paget Lane,2026,NSW,Australia,12
511,512,Sigfried,Semken,Male,1955-04-15 00:00:00,VP Accounting,Financial Services,Mass Customer,N,No,1 Vidon Pass,2233,NSW,Australia,8
512,513,Kienan,Soar,U,,Tax Accountant,IT,Mass Customer,N,No,590 Hayes Court,2027,NSW,Australia,11
513,514,Trent,,Male,1996-06-20 00:00:00,Associate Professor,Financial Services,Mass Customer,N,Yes,49503 Sachtjen Circle,4208,QLD,Australia,8
514,515,Winna,Verny,Female,1989-09-04 00:00:00,Help Desk Operator,IT,High Net Worth,N,No,2595 Grover Drive,3124,Victoria,Australia,12
515,516,Craggy,Loadsman,Male,1958-01-07 00:00:00,Environmental Tech,Financial Services,Mass Customer,N,No,3169 Old Gate Point,2211,NSW,Australia,9
516,517,Iona,Fidgeon,Female,1985-08-20 00:00:00,Chief Design Engineer,Property,Mass Customer,N,Yes,90974 Chinook Parkway,2564,NSW,Australia,8
517,518,Bernhard,Senett,Male,1991-04-28 00:00:00,Database Administrator IV,Retail,Mass Customer,N,Yes,75790 Towne Avenue,4221,QLD,Australia,9
518,519,Rabi,Nissle,Male,2000-04-07 00:00:00,,,Mass Customer,N,Yes,62 Northport Lane,2049,NSW,Australia,10
519,520,Jazmin,Neumann,Female,1964-08-09 00:00:00,VP Quality Control,Financial Services,Affluent Customer,N,Yes,84 Calypso Circle,3690,Victoria,Australia,5
520,521,Peri,Hovie,Female,1978-12-19 00:00:00,Help Desk Operator,Health,High Net Worth,N,No,81848 Amoth Road,3282,Victoria,Australia,2
521,522,Lynnelle,Comettoi,Female,1976-11-05 00:00:00,,,Affluent Customer,N,Yes,27230 7th Place,2068,NSW,Australia,12
522,523,Elberta,Tixall,Female,1974-11-24 00:00:00,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,1 Cordelia Alley,2261,NSW,Australia,8
523,524,Florence,Held,Female,1962-09-09 00:00:00,Nurse,Retail,Mass Customer,N,No,80 Lakewood Street,2576,NSW,Australia,10
524,525,Lennard,Donizeau,Male,1980-02-12 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,66834 Melby Way,2160,NSW,Australia,9
525,526,Ardelle,,U,,Social Worker,Health,Mass Customer,N,Yes,35796 Buhler Plaza,3108,Victoria,Australia,10
526,527,Lorilyn,Topaz,Female,1990-10-19 00:00:00,VP Quality Control,Financial Services,Mass Customer,N,Yes,306 Longview Street,2145,NSW,Australia,7
527,528,Gayel,Downs,Female,1979-06-06 00:00:00,Registered Nurse,Health,Mass Customer,N,No,39632 Michigan Park,4165,QLD,Australia,5
528,529,Sandor,Tumber,Male,1989-07-21 00:00:00,Operator,Retail,Affluent Customer,N,Yes,1038 Hayes Point,2021,NSW,Australia,7
529,530,Townie,Perez,Male,1974-09-24 00:00:00,Recruiter,Manufacturing,Mass Customer,N,No,46 Eastlawn Lane,2218,NSW,Australia,11
530,531,Modesty,Fletcher,Female,1993-08-26 00:00:00,Senior Cost Accountant,Financial Services,High Net Worth,N,No,12 Monument Alley,3124,Victoria,Australia,12
531,532,Row,Mawditt,Female,1961-01-14 00:00:00,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,64700 2nd Alley,2145,NSW,Australia,7
532,533,Conny,Shearmer,Male,1981-12-14 00:00:00,Database Administrator III,Retail,Mass Customer,N,No,999 Huxley Hill,2190,NSW,Australia,10
533,534,Madel,Palffrey,Female,1954-08-16 00:00:00,Systems Administrator I,,Mass Customer,N,No,311 Emmet Point,4211,QLD,Australia,7
534,535,Gracie,Merrifield,Female,1993-05-04 00:00:00,,,Affluent Customer,N,No,000 Jana Hill,3170,Victoria,Australia,9
535,536,Jannelle,Leist,Female,1959-04-07 00:00:00,Recruiting Manager,Manufacturing,Affluent Customer,N,No,7671 Oak Valley Junction,2170,NSW,Australia,9
536,537,Raine,Sneezum,Female,1989-03-26 00:00:00,Structural Engineer,Entertainment,High Net Worth,N,No,8304 Derek Park,3130,Victoria,Australia,10
537,538,Millicent,Wiffler,Female,1956-10-21 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,8635 Cody Crossing,2337,NSW,Australia,6
538,539,Hobie,Knappett,Male,1975-08-10 00:00:00,,Health,High Net Worth,N,No,20 Debs Road,2307,NSW,Australia,4
539,540,Tresa,Dy,Female,2001-04-28 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,No,858 Independence Terrace,2121,NSW,Australia,10
540,541,Annissa,Balmforth,Female,1966-01-01 00:00:00,,Manufacturing,Affluent Customer,N,Yes,142 Cambridge Place,2761,NSW,Australia,8
541,542,Berri,McManamen,Female,1967-01-14 00:00:00,Accountant III,Manufacturing,Mass Customer,N,No,20198 Hansons Plaza,2340,NSW,Australia,2
542,543,Mikey,Rizzetti,Male,1973-08-03 00:00:00,Account Coordinator,Retail,Affluent Customer,N,Yes,04678 Elka Crossing,2745,NSW,Australia,9
543,544,Giacomo,Johanning,Male,1990-10-12 00:00:00,Structural Engineer,Manufacturing,High Net Worth,N,Yes,5 Farmco Junction,4127,QLD,Australia,7
544,545,Alecia,Crosse,Female,1978-06-04 00:00:00,Project Manager,Health,Mass Customer,N,Yes,2 East Circle,2716,NSW,Australia,1
545,546,Jorie,Pigott,Female,1981-02-24 00:00:00,Information Systems Manager,Health,Mass Customer,N,Yes,1949 Pepper Wood Pass,3168,Victoria,Australia,6
546,547,Andee,Robjant,Female,1996-05-14 00:00:00,Sales Associate,Health,Mass Customer,N,No,7901 Park Meadow Plaza,3076,Victoria,Australia,7
547,548,Georgie,Cudbertson,U,,,IT,High Net Worth,N,Yes,58 Maywood Place,2750,NSW,Australia,9
548,549,Abrahan,Luckman,Male,1985-06-15 00:00:00,Human Resources Manager,Retail,Mass Customer,N,Yes,532 Bartillon Circle,2166,NSW,Australia,7
549,550,Emeline,Jorioz,Female,1976-07-10 00:00:00,,Retail,Mass Customer,N,No,032 Kenwood Circle,2031,NSW,Australia,9
550,551,Florence,Muldoon,Female,1987-08-10 00:00:00,Structural Engineer,Financial Services,High Net Worth,N,No,67 8th Terrace,3564,Victoria,Australia,4
551,552,Hilly,Kleinmann,Male,1978-09-09 00:00:00,Geological Engineer,Manufacturing,High Net Worth,N,Yes,06008 Anthes Pass,2478,NSW,Australia,8
552,553,Charlean,Fantone,Female,1979-05-12 00:00:00,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,956 Mccormick Place,4127,QLD,Australia,2
553,554,Esmaria,Dobbison,Female,1955-05-06 00:00:00,Graphic Designer,Health,Mass Customer,N,Yes,6 Eggendart Circle,3016,Victoria,Australia,7
554,555,Jarib,Senior,Male,1970-11-08 00:00:00,Junior Executive,Property,Mass Customer,N,No,1 Service Alley,2116,NSW,Australia,10
555,556,Oralia,Gifford,Female,1957-09-08 00:00:00,Junior Executive,,Mass Customer,N,No,62117 Trailsway Place,3356,Victoria,Australia,1
556,557,Cassie,Morley,Female,1961-06-02 00:00:00,,Manufacturing,Affluent Customer,N,Yes,4 Graedel Parkway,2560,NSW,Australia,8
557,558,Allene,Claypole,Female,1973-05-25 00:00:00,Programmer Analyst III,,Mass Customer,N,No,311 Chive Way,4680,QLD,Australia,3
558,559,Erma,Vyel,Female,1988-03-05 00:00:00,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,9161 Hoepker Street,4740,QLD,Australia,5
559,560,Dorree,Sanja,Female,1953-10-11 00:00:00,Social Worker,Health,Affluent Customer,N,No,19 Lakewood Gardens Way,2760,NSW,Australia,9
560,561,Karin,Burkill,Female,1977-08-15 00:00:00,Tax Accountant,,Mass Customer,N,No,5861 Browning Park,2065,NSW,Australia,8
561,562,Lindy,Fitzpayn,Female,1970-06-06 00:00:00,Marketing Assistant,,Mass Customer,N,No,396 Butternut Point,2230,NSW,Australia,12
562,563,Rube,Itzhayek,Male,1974-09-20 00:00:00,Accounting Assistant II,IT,Mass Customer,N,Yes,04 Hansons Street,2087,NSW,Australia,11
563,564,Nettie,Iddy,Female,1983-11-07 00:00:00,Operator,Retail,High Net Worth,N,No,8601 Cardinal Court,4505,QLD,Australia,8
564,565,Saleem,Meller,Male,1959-10-02 00:00:00,Civil Engineer,Manufacturing,Mass Customer,N,Yes,35631 Colorado Crossing,2630,NSW,Australia,2
565,566,Datha,McPheat,Female,1978-12-09 00:00:00,Systems Administrator I,Financial Services,High Net Worth,N,Yes,446 Dottie Court,2225,NSW,Australia,10
566,567,Hashim,O'Leahy,Male,1965-07-08 00:00:00,,Financial Services,Affluent Customer,N,No,37 Ilene Hill,3121,Victoria,Australia,10
567,568,Quinn,Fulks,Male,1957-12-15 00:00:00,VP Sales,Manufacturing,Mass Customer,N,No,909 Browning Crossing,3013,Victoria,Australia,10
568,569,Jaime,Warkup,Male,1976-01-31 00:00:00,Analog Circuit Design manager,IT,Mass Customer,N,No,8498 Hoepker Circle,3136,Victoria,Australia,8
569,570,Xever,Baldetti,Male,1978-06-24 00:00:00,VP Product Management,Financial Services,Mass Customer,N,Yes,7 Claremont Court,2111,NSW,Australia,12
570,571,Ramonda,McKellar,Female,1958-02-15 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,No,64 Hayes Circle,2209,NSW,Australia,11
571,572,Clementius,Everington,Male,1967-05-01 00:00:00,Clinical Specialist,Health,High Net Worth,N,Yes,44 Bunting Parkway,2106,NSW,Australia,10
572,573,Maurits,Kix,Male,1994-03-07 00:00:00,General Manager,,Mass Customer,N,No,8 Pawling Alley,3930,Victoria,Australia,8
573,574,Gerard,Steketee,Male,1990-04-09 00:00:00,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4 Carioca Way,3182,Victoria,Australia,10
574,575,Etan,Poyle,Male,1956-06-10 00:00:00,VP Accounting,Financial Services,High Net Worth,N,Yes,4559 Stoughton Lane,2097,NSW,Australia,10
575,576,Bart,Eakle,Male,1977-05-19 00:00:00,Recruiter,Retail,Mass Customer,N,Yes,7046 Surrey Road,2287,NSW,Australia,7
576,577,Nadean,Fielding,Female,1956-04-08 00:00:00,,Property,Mass Customer,N,Yes,58821 Warbler Crossing,2291,NSW,Australia,9
577,578,Charyl,Haimes,Female,1995-01-24 00:00:00,Web Developer I,,High Net Worth,N,Yes,95 Delladonna Plaza,2283,NSW,Australia,4
578,579,Cathlene,Bellas,Female,1974-06-11 00:00:00,Software Engineer II,Health,Mass Customer,N,No,8 Sommers Circle,2305,NSW,Australia,7
579,580,Johnathan,Audiss,Male,1975-12-03 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,Yes,3 Lunder Place,2300,NSW,Australia,10
580,581,Brenna,Dacks,Female,1969-05-22 00:00:00,Computer Systems Analyst IV,Financial Services,Mass Customer,N,Yes,93098 Loftsgordon Pass,4179,QLD,Australia,4
581,582,Rhoda,McKeown,U,,Staff Scientist,IT,Affluent Customer,N,No,61493 Manufacturers Junction,2539,NSW,Australia,9
582,583,Tirrell,Haysham,Male,1986-04-14 00:00:00,Registered Nurse,Health,Mass Customer,N,No,1192 Declaration Hill,3207,Victoria,Australia,8
583,584,Fiona,Clines,Female,1995-09-15 00:00:00,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,62 Cherokee Terrace,2630,NSW,Australia,1
584,585,Tiphany,Bonnier,Female,1978-04-20 00:00:00,Pharmacist,Health,Mass Customer,N,Yes,01736 Saint Paul Way,2154,NSW,Australia,11
585,586,Jayme,Baunton,Female,1999-03-15 00:00:00,Chief Design Engineer,Manufacturing,Mass Customer,N,No,9816 Carberry Trail,2036,NSW,Australia,11
586,587,Adolphus,Seers,Male,1966-05-27 00:00:00,Registered Nurse,Health,Mass Customer,N,Yes,36912 Gina Pass,2133,NSW,Australia,11
587,588,Gunther,Jackman,Male,1963-10-05 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,No,86857 Hoepker Lane,4300,QLD,Australia,8
588,589,Duff,Anan,Male,1995-12-07 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8435 Arkansas Terrace,2340,NSW,Australia,4
589,590,Ddene,Burleton,Female,1988-09-09 00:00:00,Assistant Professor,Health,Mass Customer,N,Yes,25 Novick Center,2010,NSW,Australia,9
590,591,Sydney,Endacott,Male,1974-10-02 00:00:00,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,0278 Elka Place,4305,QLD,Australia,4
591,592,Edik,Connichie,Male,1992-09-24 00:00:00,VP Sales,Manufacturing,Mass Customer,N,No,067 Cottonwood Park,4340,QLD,Australia,2
592,593,Eugenius,Packe,Male,1984-08-07 00:00:00,Structural Analysis Engineer,,Mass Customer,N,No,60010 Knutson Road,3137,Victoria,Australia,7
593,594,Humfrey,Frankland,Male,1980-07-22 00:00:00,Office Assistant II,,Mass Customer,N,No,945 Hayes Park,2075,NSW,Australia,12
594,595,Nikola,Jeanon,Male,1973-05-12 00:00:00,VP Marketing,Financial Services,Mass Customer,N,No,86 Huxley Parkway,3068,Victoria,Australia,8
595,596,Sue,Chapelhow,Female,1968-10-20 00:00:00,Recruiter,Property,Affluent Customer,N,No,0 Rigney Way,2148,NSW,Australia,8
596,597,Cassandra,Aucoate,Female,1954-12-10 00:00:00,Recruiter,Manufacturing,Mass Customer,N,No,71 Meadow Ridge Parkway,2539,NSW,Australia,11
597,598,Zebulen,Swadon,Male,1967-06-27 00:00:00,Financial Advisor,Financial Services,High Net Worth,N,No,506 Iowa Center,4580,QLD,Australia,3
598,599,Ernestus,Cruden,U,,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,846 Clove Junction,4300,QLD,Australia,5
599,600,Duke,Allnatt,Male,1974-05-10 00:00:00,Nurse,Argiculture,Mass Customer,N,Yes,07 Pepper Wood Way,2750,NSW,Australia,8
600,601,Ken,Renfree,Male,1992-12-04 00:00:00,Senior Quality Engineer,Retail,High Net Worth,N,Yes,425 Thierer Junction,2761,NSW,Australia,8
601,602,Lebbie,Bruck,Female,1992-03-28 00:00:00,Office Assistant II,,High Net Worth,N,Yes,876 Ridgeview Circle,2566,NSW,Australia,8
602,603,Alidia,Durrett,Female,1987-04-18 00:00:00,Marketing Assistant,Financial Services,Affluent Customer,N,No,00164 Canary Drive,2041,NSW,Australia,11
603,604,Mella,Petrovsky,Female,1998-02-10 00:00:00,Help Desk Operator,IT,Affluent Customer,N,No,61 Talmadge Lane,4504,QLD,Australia,6
604,605,Bart,Creenan,Male,1972-03-26 00:00:00,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,55 Birchwood Alley,2176,NSW,Australia,9
605,606,Filia,Rosson,Female,1989-07-16 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,3785 Dapin Drive,2036,NSW,Australia,6
606,607,Adelaida,Redmond,Female,1976-08-10 00:00:00,Dental Hygienist,Health,Mass Customer,N,No,83 Ryan Hill,4551,QLD,Australia,8
607,608,Alisun,Heinecke,Female,1980-01-08 00:00:00,Accounting Assistant I,Retail,High Net Worth,N,Yes,679 Huxley Trail,2087,NSW,Australia,11
608,609,Margalit,Dorwood,Female,2000-11-06 00:00:00,Computer Systems Analyst II,Health,Mass Customer,N,No,2 Hoffman Way,2212,NSW,Australia,9
609,610,Hyatt,Craine,Male,1958-03-16 00:00:00,Help Desk Technician,Financial Services,Mass Customer,N,Yes,786 Rowland Court,2035,NSW,Australia,11
610,611,Otto,Huriche,Male,1986-12-20 00:00:00,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,375 Drewry Alley,4120,QLD,Australia,9
611,612,Grange,Skillington,Male,1962-01-12 00:00:00,GIS Technical Architect,Health,Mass Customer,N,No,608 Basil Alley,2306,NSW,Australia,4
612,613,Carolann,O'Hallagan,Female,1989-11-14 00:00:00,Analyst Programmer,Property,High Net Worth,N,No,9 Schmedeman Hill,4075,QLD,Australia,7
613,614,Nonnah,Johns,Female,1995-09-12 00:00:00,,Manufacturing,Mass Customer,N,Yes,95022 Roth Terrace,3975,Victoria,Australia,7
614,615,Rebeca,Martonfi,Female,1956-05-11 00:00:00,Human Resources Assistant I,Property,Mass Customer,N,No,66897 Pawling Circle,2066,NSW,Australia,9
615,616,Perl,Bysaker,Female,1995-07-13 00:00:00,,Health,High Net Worth,N,No,1 Thackeray Crossing,4114,QLD,Australia,3
616,617,Idell,Cole,Female,1960-08-01 00:00:00,Director of Sales,Property,Mass Customer,N,No,363 Schiller Court,2763,NSW,Australia,7
617,618,Lucho,Mitie,Male,1962-04-05 00:00:00,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1923 Fisk Lane,4341,QLD,Australia,3
618,619,Finn,Dahlman,Male,1977-08-14 00:00:00,Speech Pathologist,Property,Mass Customer,N,No,4 Loeprich Avenue,4022,QLD,Australia,3
619,620,Willy,Langley,Female,1973-03-26 00:00:00,Financial Analyst,Financial Services,Mass Customer,N,Yes,575 Prentice Road,2168,NSW,Australia,8
620,621,Constantin,Giacobbo,Male,1964-11-29 00:00:00,Systems Administrator III,,High Net Worth,N,No,8 Melrose Road,4116,QLD,Australia,7
621,622,Arri,Lamden,Male,1968-10-18 00:00:00,,Financial Services,Mass Customer,N,No,226 Rowland Street,4178,QLD,Australia,7
622,623,Hazel,Brokenshire,Male,1988-04-23 00:00:00,Health Coach II,Property,High Net Worth,N,No,6 Springs Junction,4123,QLD,Australia,5
623,624,Winny,Girtin,Male,1976-01-13 00:00:00,Research Assistant II,Manufacturing,Mass Customer,N,Yes,4744 Garrison Drive,4132,QLD,Australia,4
624,625,Abra,Probets,Female,1974-11-27 00:00:00,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,64 Nelson Drive,4820,QLD,Australia,1
625,626,Albrecht,Forty,Male,1992-11-24 00:00:00,Geological Engineer,Manufacturing,Mass Customer,N,No,87 Linden Park,2153,NSW,Australia,10
626,627,Shanta,Knill,Female,1970-09-24 00:00:00,,,High Net Worth,N,No,329 Glacier Hill Alley,3076,Victoria,Australia,8
627,628,Mallissa,Gillespie,Female,1981-10-24 00:00:00,Actuary,Financial Services,Mass Customer,N,No,725 Cordelia Junction,3028,Victoria,Australia,8
628,629,Basil,Brellin,Male,1960-12-06 00:00:00,Chemical Engineer,Manufacturing,High Net Worth,N,No,32 Cody Place,4035,QLD,Australia,8
629,630,D'arcy,Rowden,Male,1986-08-11 00:00:00,Statistician III,Property,Affluent Customer,N,Yes,04 Namekagon Pass,2326,NSW,Australia,3
630,631,Ortensia,Dronsfield,Female,1966-09-14 00:00:00,Computer Systems Analyst I,Health,Affluent Customer,N,No,165 Petterle Place,2145,NSW,Australia,8
631,632,Angeli,O'Hegertie,Male,1998-04-26 00:00:00,General Manager,Health,Mass Customer,N,No,8 Golf Drive,2747,NSW,Australia,9
632,633,Alair,Hopkins,Male,1986-03-12 00:00:00,Nurse,,High Net Worth,N,Yes,9427 Tennyson Plaza,2759,NSW,Australia,8
633,634,Melonie,Zisneros,Female,1978-01-30 00:00:00,Speech Pathologist,Manufacturing,Mass Customer,N,No,8300 Vermont Center,3429,Victoria,Australia,6
634,635,Joelle,Prior,Female,1976-09-25 00:00:00,Programmer Analyst IV,,Mass Customer,N,Yes,44 Upham Crossing,2148,NSW,Australia,7
635,636,Alejandrina,Canavan,Female,1971-09-02 00:00:00,Systems Administrator II,,Mass Customer,N,No,18 Forest Avenue,2204,NSW,Australia,9
636,637,Mercy,Wilsone,Female,1976-09-23 00:00:00,Health Coach I,Health,High Net Worth,N,No,049 Michigan Parkway,3337,Victoria,Australia,6
637,638,Joey,Ledram,Male,1967-04-29 00:00:00,,Manufacturing,High Net Worth,N,No,831 Hayes Park,4218,QLD,Australia,8
638,639,Mayor,Ismay,Male,1974-06-03 00:00:00,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,491 Merry Crossing,3011,Victoria,Australia,4
639,640,Galvin,O'Keenan,Male,1975-07-12 00:00:00,Librarian,Entertainment,High Net Worth,N,Yes,598 Randy Way,2380,NSW,Australia,1
640,641,Foster,Haysar,Male,1974-11-21 00:00:00,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,5873 Hagan Park,3015,Victoria,Australia,10
641,642,Les,Mines,Male,1972-12-19 00:00:00,Automation Specialist IV,Property,Mass Customer,N,No,3 Erie Hill,3564,Victoria,Australia,2
642,643,Carolee,Butters,Female,1982-12-29 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,678 Old Gate Pass,3171,Victoria,Australia,9
643,644,Tomlin,Hastwall,Male,1999-12-22 00:00:00,Administrative Officer,Health,Affluent Customer,N,No,9 Mayfield Road,4551,QLD,Australia,7
644,645,Randolf,Durant,Male,1971-04-01 00:00:00,Analyst Programmer,,High Net Worth,N,No,41759 Crowley Circle,2560,NSW,Australia,8
645,646,Rowena,Parchment,Female,1973-07-22 00:00:00,Human Resources Manager,Manufacturing,Affluent Customer,N,No,9892 Dennis Alley,2565,NSW,Australia,7
646,647,Stanislas,Baildon,Male,1957-01-23 00:00:00,Assistant Manager,Retail,Mass Customer,N,Yes,58729 Moland Trail,2035,NSW,Australia,12
647,648,Gardiner,Nutley,Male,1978-06-04 00:00:00,Accountant II,Financial Services,Mass Customer,N,Yes,36360 Coleman Trail,3850,Victoria,Australia,3
648,649,Krissie,Dinan,Female,1974-12-07 00:00:00,Legal Assistant,Financial Services,Mass Customer,N,Yes,67 Aberg Hill,2519,NSW,Australia,4
649,650,Matthew,Petschelt,Male,1977-10-24 00:00:00,Assistant Manager,Health,Mass Customer,N,No,88 La Follette Way,2166,NSW,Australia,8
650,651,Minni,Deegin,Female,1973-10-24 00:00:00,Tax Accountant,Health,Affluent Customer,N,No,2884 Welch Lane,3807,Victoria,Australia,8
651,652,Edee,Stoker,Female,1996-11-24 00:00:00,Staff Scientist,Financial Services,High Net Worth,N,Yes,60 Meadow Vale Hill,3032,Victoria,Australia,5
652,653,Maxy,Hurles,Male,1968-01-28 00:00:00,Graphic Designer,Financial Services,Affluent Customer,N,Yes,9912 Eagle Crest Lane,4800,QLD,Australia,7
653,654,Noelani,Andreuzzi,Female,1993-05-19 00:00:00,Administrative Officer,Manufacturing,Affluent Customer,N,No,355 Thackeray Circle,3025,Victoria,Australia,9
654,655,Stuart,Gebhardt,Male,1974-11-25 00:00:00,General Manager,Manufacturing,Affluent Customer,N,Yes,56 Anniversary Avenue,2121,NSW,Australia,12
655,656,Marty,Lebreton,Female,1978-11-17 00:00:00,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,14 Autumn Leaf Avenue,2570,NSW,Australia,10
656,657,Hoyt,,Male,1993-02-18 00:00:00,Safety Technician II,Manufacturing,Affluent Customer,N,No,30274 Graedel Way,2577,NSW,Australia,7
657,658,Donn,Bonnell,Male,1944-01-24 00:00:00,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,74013 Mesta Terrace,3084,Victoria,Australia,9
658,659,Natalee,Stringman,Female,1979-10-09 00:00:00,,Financial Services,Affluent Customer,N,Yes,15 Lindbergh Center,2199,NSW,Australia,9
659,660,Stormi,,Female,1995-07-29 00:00:00,Geological Engineer,Manufacturing,High Net Worth,N,No,3 Corscot Hill,4870,QLD,Australia,5
660,661,Cinderella,Haslen,Female,1988-05-07 00:00:00,Sales Associate,IT,High Net Worth,N,No,77006 Nelson Point,4171,QLD,Australia,10
661,662,Bonnibelle,Imos,Female,1967-07-04 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,25 Mesta Plaza,3975,Victoria,Australia,8
662,663,Massimo,Seymour,Male,1997-07-17 00:00:00,VP Sales,Property,Affluent Customer,N,Yes,1349 Namekagon Crossing,2134,NSW,Australia,12
663,664,Mathe,Scatcher,Male,1994-10-05 00:00:00,Research Nurse,Health,High Net Worth,N,No,186 Shasta Avenue,2066,NSW,Australia,9
664,665,Chan,Kirckman,Male,1997-04-19 00:00:00,Human Resources Assistant I,,Mass Customer,N,No,48 Warbler Road,4053,QLD,Australia,7
665,666,Anselma,Ricardon,Female,1983-11-01 00:00:00,Social Worker,Health,High Net Worth,N,Yes,756 Farragut Place,4740,QLD,Australia,2
666,667,Nicoline,Samwayes,Female,1994-03-19 00:00:00,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,197 Mifflin Hill,2260,NSW,Australia,10
667,668,Ebony,Threadgall,Female,1966-08-26 00:00:00,Junior Executive,Health,Mass Customer,N,No,618 Independence Pass,2800,NSW,Australia,1
668,669,Fleur,Whittlesea,Female,1980-11-02 00:00:00,Research Associate,,Mass Customer,N,No,2836 Morning Drive,2304,NSW,Australia,7
669,670,Janifer,Pountain,Female,1992-11-09 00:00:00,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8 Lawn Hill,3752,Victoria,Australia,7
670,671,Aristotle,Vanni,Male,1984-07-25 00:00:00,,Argiculture,Mass Customer,N,No,99 Cascade Crossing,2048,NSW,Australia,12
671,672,Kleon,Pallatina,Male,1977-01-12 00:00:00,Analog Circuit Design manager,Retail,High Net Worth,N,No,4 Sunfield Circle,2194,NSW,Australia,8
672,673,Artie,Ommanney,Male,1975-06-27 00:00:00,VP Sales,Health,Mass Customer,N,Yes,5 Lyons Alley,2216,NSW,Australia,10
673,674,Dalila,Rosel,Female,1954-08-22 00:00:00,Developer II,,Mass Customer,N,No,96910 Sugar Point,4352,QLD,Australia,7
674,675,Sharl,Wiggin,Female,1976-12-19 00:00:00,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,558 Maple Court,2557,NSW,Australia,9
675,676,Curtis,,Male,1968-05-19 00:00:00,Senior Editor,,High Net Worth,N,Yes,9114 Union Center,2209,NSW,Australia,7
676,677,El,Toupe,Male,1997-07-28 00:00:00,Senior Cost Accountant,Financial Services,Mass Customer,N,No,76 Hanson Junction,2147,NSW,Australia,9
677,678,Ambur,Symcoxe,Female,1995-08-31 00:00:00,Accounting Assistant II,IT,High Net Worth,N,No,3 Sheridan Park,2548,NSW,Australia,8
678,679,Yolande,Whild,Female,1974-10-21 00:00:00,Registered Nurse,Health,Mass Customer,N,No,40545 Forster Point,2262,NSW,Australia,7
679,680,Gay,Pickersgill,U,,,IT,High Net Worth,N,Yes,8425 Jackson Terrace,2763,NSW,Australia,9
680,681,Jobyna,Elgey,Female,1978-09-18 00:00:00,VP Product Management,Manufacturing,Mass Customer,N,Yes,39035 Westerfield Plaza,2463,NSW,Australia,4
681,682,Ole,Euplate,Male,1971-03-16 00:00:00,Health Coach IV,Health,Affluent Customer,N,Yes,8234 Riverside Park,2481,NSW,Australia,9
682,683,Brennan,Gagen,Male,1962-05-16 00:00:00,,Manufacturing,Mass Customer,N,Yes,4535 Daystar Parkway,2072,NSW,Australia,12
683,684,Malvin,,Male,1987-07-03 00:00:00,Desktop Support Technician,Financial Services,Mass Customer,N,No,95 Fallview Avenue,3155,Victoria,Australia,8
684,685,Booth,Birkin,U,,Senior Developer,IT,Mass Customer,N,No,75826 Bellgrove Trail,3095,Victoria,Australia,10
685,686,Hallie,Le feaver,Female,1954-07-17 00:00:00,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,64080 Susan Park,4207,QLD,Australia,7
